Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
TTWO,"Take-Two Interactive Software, Inc.",109.03,$12.42B,1997,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ttwo
TLND,Talend S.A.,41.3,$1.24B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd
TNDM,"Tandem Diabetes Care, Inc.",32.71,$1.88B,2013,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tndm
TLF,"Tandy Leather Factory, Inc.",7.02,$64.26M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tlf
TANH,Tantech Holdings Ltd.,1.71,$49.08M,2015,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tanh
TAOP,Taoping Inc.,1.44,$58.69M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/taop
TEDU,"Tarena International, Inc.",8.85,$489.21M,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tedu
TATT,TAT Technologies Ltd.,6.9809,$63.68M,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tatt
TAYD,"Taylor Devices, Inc.",12,$41.54M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tayd
CGBD,"TCG BDC, Inc.",15.74,$984.83M,2017,n/a,n/a,https://www.nasdaq.com/symbol/cgbd
AMTD,TD Ameritrade Holding Corporation,51.61,$29.3B,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/amtd
PETZ,"TDH Holdings, Inc.",1.1842,$11.16M,2017,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/petz
TECD,Tech Data Corporation,73.1,$2.8B,1986,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/tecd
TCCO,Technical Communications Corporation,3.64,$6.73M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/tcco
TTGT,"TechTarget, Inc.",16.52,$462.59M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ttgt
TGLS,Tecnoglass Inc.,8.84,$327.45M,2012,Consumer Durables,Electronic Components,https://www.nasdaq.com/symbol/tgls
TGEN,Tecogen Inc.,3.65,$90.59M,2014,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tgen
TNAV,"Telenav, Inc.",4.37,$197.73M,2010,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnav
TLGT,"Teligent, Inc.",3.09,$165.43M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlgt
TELL,Tellurian Inc.,6.86,$1.65B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tell
TENB,"Tenable Holdings, Inc.",28.47,$2.65B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tenb
TENX,"Tenax Therapeutics, Inc.",4.0295,$5.91M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/tenx
TZAC,Tenzing Acquisition Corp.,9.75,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tzac
TZACU,Tenzing Acquisition Corp.,10.12,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tzacu
TZACW,Tenzing Acquisition Corp.,0.34,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tzacw
TERP,"TerraForm Power, Inc.",11.065,$2.31B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/terp
TBNK,Territorial Bancorp Inc.,27.7,$270.07M,2009,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tbnk
TSRO,"TESARO, Inc.",27.01,$1.49B,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tsro
TSLA,"Tesla, Inc. ",331.28,$56.89B,2010,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tsla
TESS,TESSCO Technologies Incorporated,11.73,$98.84M,1994,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tess
TTEK,"Tetra Tech, Inc.",66.72,$3.69B,1991,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/ttek
TTPH,"Tetraphase Pharmaceuticals, Inc.",2.07,$109.42M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ttph
TCBI,"Texas Capital Bancshares, Inc.",61.42,$3.08B,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbi
TCBIL,"Texas Capital Bancshares, Inc.",25.22,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbil
TCBIP,"Texas Capital Bancshares, Inc.",25.18,$151.08M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbip
TCBIW,"Texas Capital Bancshares, Inc.",47.41,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbiw
TXN,Texas Instruments Incorporated,93.47,$89.78B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/txn
TXRH,"Texas Roadhouse, Inc.",65.71,$4.7B,2004,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/txrh
TFSL,TFS Financial Corporation,15.47,$4.34B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tfsl
TGTX,"TG Therapeutics, Inc.",5.36,$443.91M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tgtx
ANDE,"The Andersons, Inc.",32.67,$924.56M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/ande
TBBK,"The Bancorp, Inc.",10.45,$589.86M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tbbk
BPRN,The Bank of Princeton,29.42,$195.38M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bprn
CG,The Carlyle Group L.P.,19.42,$6.59B,2012,Finance,Investment Managers,https://www.nasdaq.com/symbol/cg
TCGP,The Carlyle Group L.P.,22.04,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/tcgp
CAKE,The Cheesecake Factory Incorporated,50.15,$2.3B,1992,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cake
CHEF,"The Chefs&#39; Warehouse, Inc.",35.22,$1.06B,2011,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/chef
TCFC,The Community Financial Corporation,29.92,$166.81M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcfc
DSGX,The Descartes Systems Group Inc.,29.02,$2.23B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dsgx
DXYN,"The Dixie Group, Inc.",0.86,$14.15M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/dxyn
ENSG,"The Ensign Group, Inc.",45.98,$2.41B,2007,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ensg
XONE,The ExOne Company,9.67,$157.62M,2013,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/xone
FBMS,"The First Bancshares, Inc.",35.98,$470.11M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbms
FLIC,The First of Long Island Corporation,20.49,$520.87M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/flic
GT,The Goodyear Tire & Rubber Company,22.05,$5.14B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/gt
HABT,"The Habit Restaurants, Inc.",14.95,$389.44M,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/habt
HCKT,"The Hackett Group, Inc.",18.95,$559.37M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hckt
HAIN,"The Hain Celestial Group, Inc.",22.61,$2.35B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/hain
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",5.9233,$36.33M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cuba
INTG,The Intergroup Corporation,32.95,$77.44M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/intg
JYNT,The Joint Corp.,8.04,$110.36M,2014,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/jynt
KEYW,The KEYW Holding Corporation,9.23,$460.19M,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/keyw
KHC,The Kraft Heinz Company,53.67,$65.45B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/khc
OLD,The Long-Term Care ETF,26.94,$2.69M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/old
LOVE,The Lovesac Company,19.25,$248.84M,2018,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/love
MSG,The Madison Square Garden Company,264.76,$6.29B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg
MDCO,The Medicines Company,22.34,$1.65B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdco
MEET,"The Meet Group, Inc.",3.75,$277.28M,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/meet
MIK,"The Michaels Companies, Inc.",17.76,$3.04B,2014,Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/mik
MIDD,The Middleby Corporation,114.08,$6.37B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/midd
NAVG,"The Navigators Group, Inc.",69.4,$2.07B,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/navg
SLIM,The Obesity ETF,34.28,$3.43M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slim
STKS,"The ONE Group Hospitality, Inc.",3.1,$85.84M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/stks
ORG,The Organics ETF,29.0616,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/org
PRSC,The Providence Service Corporation,69.45,$889.72M,2003,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/prsc
RMR,The RMR Group Inc.,72.22,$2.25B,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/rmr
SMPL,The Simply Good Foods Company,19.28,$1.56B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/smpl
TSG,The Stars Group Inc.,16.76,$4.56B,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/tsg
TTD,"The Trade Desk, Inc.",110.93,$4.76B,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ttd
ULTI,"The Ultimate Software Group, Inc.",250.04,$7.82B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ulti
YORW,The York Water Company,31.81,$411.36M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/yorw
NCTY,The9 Limited,1.6882,$13.04M,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ncty
TXMD,"TherapeuticsMD, Inc.",4.71,$1.12B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/txmd
TRPX,Therapix Biosciences Ltd.,7.86,$27.49M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trpx
TBPH,"Theravance Biopharma, Inc.",25.61,$1.42B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tbph
TST,"TheStreet, Inc.",1.83,$90.77M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tst
TCRD,"THL Credit, Inc.",7.13,$232.96M,2010,n/a,n/a,https://www.nasdaq.com/symbol/tcrd
TBRG,"Thunder Bridge Acquisition, Ltd.",9.74,$75.96M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrg
TBRGU,"Thunder Bridge Acquisition, Ltd.",10.15,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrgu
TBRGW,"Thunder Bridge Acquisition, Ltd.",0.45,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrgw
TIBR,Tiberius Acquisition Corporation,9.67,$54.43M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibr
TIBRU,Tiberius Acquisition Corporation,10.15,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibru
TIBRW,Tiberius Acquisition Corporation,0.52,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibrw
TTTN,TigerShares China-U.S. Internet Titans ETF,23.46,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tttn
TTS,"Tile Shop Hldgs, Inc.",6.2,$327.11M,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/tts
TLRY,"Tilray, Inc.",113.44,$10.57B,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/tlry
TSBK,"Timberland Bancorp, Inc.",29.71,$219.73M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/tsbk
TIPT,Tiptree Inc.,5.66,$206.94M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/tipt
TITN,Titan Machinery Inc.,14.41,$320.16M,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/titn
TMDI,Titan Medical Inc.,1.95,$42.27M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tmdi
TTNP,"Titan Pharmaceuticals, Inc.",0.4049,$26.28M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ttnp
TVTY,"Tivity Health, Inc.",36.98,$1.49B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/tvty
TIVO,TiVo Corporation,10.94,$1.36B,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/tivo
TLSA,Tiziana Life Sciences plc,n/a,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlsa
TKKS,TKK Symphony Acquisition Corporation,9.55,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkks
TKKSR,TKK Symphony Acquisition Corporation,0.39,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksr
TKKSU,TKK Symphony Acquisition Corporation,10.09,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksu
TKKSW,TKK Symphony Acquisition Corporation,0.2,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksw
TMUS,"T-Mobile US, Inc.",67.89,$57.6B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tmus
TMSR,TMSR Holding Company Limited,2.65,$63.78M,2015,Finance,Business Services,https://www.nasdaq.com/symbol/tmsr
TOCA,Tocagen Inc.,11.61,$231.63M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/toca
TNXP,Tonix Pharmaceuticals Holding Corp.,0.5811,$7.84M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tnxp
TISA,"Top Image Systems, Ltd.",0.82,$14.97M,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tisa
TOPS,TOP Ships Inc.,1.48,$28.81M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tops
TRCH,"Torchlight Energy Resources, Inc.",0.73,$51.15M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/trch
TRMD,TORM plc,6.65,$491.44M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/trmd
TOTA,Tottenham Acquisition I Limited,9.78,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tota
TOTAR,Tottenham Acquisition I Limited,0.4,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totar
TOTAU,Tottenham Acquisition I Limited,10.18,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totau
TOTAW,Tottenham Acquisition I Limited,0.2009,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totaw
TBLTU,"ToughBuilt Industries, Inc.",4.85,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tbltu
TSEM,Tower Semiconductor Ltd.,14.33,$1.5B,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsem
CLUB,"Town Sports International Holdings, Inc.",7.51,$204.14M,2006,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/club
TOWN,Towne Bank,27.92,$2.02B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/town
TPIC,"TPI Composites, Inc.",24.04,$829.64M,2016,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tpic
TCON,"TRACON Pharmaceuticals, Inc.",1.37,$40.92M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tcon
TSCO,Tractor Supply Company,96.19,$11.74B,1994,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/tsco
TWMC,Trans World Entertainment Corp.,1.2,$43.47M,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/twmc
TACT,TransAct Technologies Incorporated,12.25,$90.38M,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact
TRNS,"Transcat, Inc.",21.31,$153.43M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/trns
TGA,TransGlobe Energy Corporation,2.11,$152.35M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tga
TBIO,"Translate Bio, Inc.",5.99,$270.4M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tbio
TA,TravelCenters of America LLC,4.18,$166.23M,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ta
TANNI,TravelCenters of America LLC,24.3,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tanni
TANNL,TravelCenters of America LLC,24.6,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannl
TANNZ,TravelCenters of America LLC,24.3267,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannz
TZOO,Travelzoo,8.85,$107.18M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tzoo
TRMT,Tremont Mortgage Trust,10.27,$32.28M,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trmt
TRVN,"Trevena, Inc.",0.6676,$54.96M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trvn
TPCO,Tribune Publishing Company,14.91,$530.82M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tpco
TCDA,"Tricida, Inc.",28.34,$1.19B,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tcda
TCBK,TriCo Bancshares,36.72,$1.12B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbk
TDAC,Trident Acquisitions Corp.,9.88,$69.49M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdac
TDACU,Trident Acquisitions Corp.,10.1,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdacu
TDACW,Trident Acquisitions Corp.,0.27,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdacw
TRIL,Trillium Therapeutics Inc.,2.92,$42.89M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tril
TRS,TriMas Corporation,29.44,$1.35B,2007,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/trs
TRMB,Trimble Inc.,35.91,$9.02B,1990,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trmb
TRIB,Trinity Biotech plc,3.25,$68.02M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/trib
TMCX,Trinity Merger Corp.,9.91,$427.37M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcx
TMCXU,Trinity Merger Corp.,10.21,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxu
TMCXW,Trinity Merger Corp.,0.39,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxw
TRIP,"TripAdvisor, Inc.",62.67,$8.63B,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip
TSC,"TriState Capital Holdings, Inc.",25.36,$731.95M,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/tsc
TSCAP,"TriState Capital Holdings, Inc.",25.8888,$749.46M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tscap
TBK,"Triumph Bancorp, Inc.",37.31,$980.5M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/tbk
TRVG,trivago N.V.,6.81,$2.39B,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/trvg
TROV,"TrovaGene, Inc.",0.7818,$17.97M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/trov
TRUE,"TrueCar, Inc.",10.07,$1.05B,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/true
THST,"Truett-Hurst, Inc.",1.9757,$8.88M,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/thst
TRUP,"Trupanion, Inc.",25.34,$846.75M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/trup
TRST,TrustCo Bank Corp NY,7.79,$752.97M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trst
TRMK,Trustmark Corporation,30.89,$2.07B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trmk
TSRI,"TSR, Inc.",5.1563,$10.12M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tsri
TTEC,"TTEC Holdings, Inc.",29.49,$1.36B,1996,Technology,Professional Services,https://www.nasdaq.com/symbol/ttec
TTMI,"TTM Technologies, Inc.",11.97,$1.24B,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi
TCX,Tucows Inc.,55.01,$583.96M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tcx
TUES,Tuesday Morning Corp.,2.88,$134.57M,1999,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tues
TOUR,Tuniu Corporation,5.64,$731.17M,2014,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/tour
HEAR,Turtle Beach Corporation,15.28,$217.58M,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/hear
TWLV,Twelve Seas Investment Company,9.75,$261.1M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/twlv
TWLVR,Twelve Seas Investment Company,0.38,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/twlvr
TWLVU,Twelve Seas Investment Company,10.3,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/twlvu
TWLVW,Twelve Seas Investment Company,0.3416,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/twlvw
FOX,"Twenty-First Century Fox, Inc.",47.59,$88.3B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/fox
FOXA,"Twenty-First Century Fox, Inc.",48.07,$58.69B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/foxa
TWIN,"Twin Disc, Incorporated",18.54,$242.64M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/twin
TWST,Twist Bioscience Corporation,22.52,$5B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/twst
TRCB,Two River Bancorp,15.16,$129.74M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trcb
TYME,"Tyme Technologies, Inc.",2.06,$212.19M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tyme
USCR,"U S Concrete, Inc.",35.98,$605.2M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/uscr
PRTS,"U.S. Auto Parts Network, Inc.",1.14,$39.88M,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/prts
USEG,U.S. Energy Corp.,0.91,$11.93M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/useg
GROW,"U.S. Global Investors, Inc.",1.37,$20.75M,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/grow
USAU,U.S. Gold Corp.,0.99,$18.42M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usau
UBNT,"Ubiquiti Networks, Inc.",105.96,$7.67B,2011,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/ubnt
UFPT,"UFP Technologies, Inc.",34.89,$256.78M,1993,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/ufpt
ULTA,"Ulta Beauty, Inc.",308.99,$18.47B,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ulta
UCTT,"Ultra Clean Holdings, Inc.",8.78,$342.54M,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/uctt
UPL,Ultra Petroleum Corp.,1.58,$311.35M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/upl
RARE,Ultragenyx Pharmaceutical Inc.,49.1,$2.48B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rare
ULBI,Ultralife Corporation,7.15,$114.09M,1992,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ulbi
UMBF,UMB Financial Corporation,64.84,$3.23B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/umbf
UMPQ,Umpqua Holdings Corporation,19.59,$4.31B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/umpq
UNAM,Unico American Corporation,6.82,$36.19M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/unam
UBSH,Union Bankshares Corporation,34,$2.24B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubsh
UNB,"Union Bankshares, Inc.",46.51,$207.7M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/unb
QURE,uniQure N.V.,23.99,$894.32M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/qure
UBCP,"United Bancorp, Inc.",12.82,$69.02M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubcp
UBOH,"United Bancshares, Inc.",22.97,$75.07M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/uboh
UBSI,"United Bankshares, Inc.",34.38,$3.55B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubsi
UCBI,"United Community Banks, Inc.",25.74,$2.04B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ucbi
UCFC,United Community Financial Corp.,9.37,$467.84M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/ucfc
UAL,"United Continental Holdings, Inc.",91.2,$24.85B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ual
UBNK,"United Financial Bancorp, Inc. ",15.7,$802.66M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/ubnk
UFCS,"United Fire Group, Inc",49.89,$1.25B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ufcs
UIHC,United Insurance Holdings Corp.,19.1,$821.01M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/uihc
UNFI,"United Natural Foods, Inc.",24.15,$1.24B,1996,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/unfi
UBFO,United Security Bancshares,10.82,$182.88M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubfo
USLM,"United States Lime & Minerals, Inc.",74.5,$417.05M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/uslm
