Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
UTHR,United Therapeutics Corporation,111.79,$4.87B,1999,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/uthr
UG,"United-Guardian, Inc.",17.263,$79.31M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ug
UNIT,Uniti Group Inc.,19.6,$3.51B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/unit
UNTY,"Unity Bancorp, Inc.",21.22,$227.82M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/unty
UBX,"Unity Biotechnology, Inc.",12,$507.87M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ubx
OLED,Universal Display Corporation,84.93,$4B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/oled
UEIC,Universal Electronics Inc.,35.24,$487.4M,1993,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/ueic
UFPI,"Universal Forest Products, Inc.",27.7,$1.71B,1993,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/ufpi
ULH,"Universal Logistics Holdings, Inc.",25.92,$736M,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ulh
USAP,"Universal Stainless & Alloy Products, Inc.",21.46,$187.24M,1994,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/usap
UVSP,Univest Corporation of Pennsylvania,25.35,$745.38M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/uvsp
UMRX,Unum Therapeutics Inc.,6.8,$203.1M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/umrx
UPLD,"Upland Software, Inc.",29.23,$630.14M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/upld
UPWK,Upwork Inc.,17.7,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/upwk
UONE,"Urban One, Inc. ",2.5443,$119.58M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uone
UONEK,"Urban One, Inc. ",2.12,$100.9M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uonek
URBN,"Urban Outfitters, Inc.",39.87,$4.35B,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/urbn
URGN,UroGen Pharma Ltd.,45.7,$724.5M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urgn
UROV,Urovant Sciences Ltd.,7.83,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urov
ECOL,"US Ecology, Inc.",70.38,$1.55B,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/ecol
USAT,"USA Technologies, Inc.",5.215,$279.89M,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usat
USATP,"USA Technologies, Inc.",20,$8.9M,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usatp
USAK,"USA Truck, Inc.",22.05,$184.38M,1992,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/usak
UTMD,"Utah Medical Products, Inc.",86.9,$324.4M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/utmd
UTSI,UTStarcom Holdings Corp,3.53,$126.7M,2000,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/utsi
UXIN,Uxin Limited,5.28,$1.54B,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/uxin
VCNX,"Vaccinex, Inc.",6.15,$70.58M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vcnx
VLRX,"Valeritas Holdings, Inc.",1.005,$24.98M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/vlrx
VALX,Validea Market Legends ETF,27.5,$24.75M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/valx
VLY,Valley National Bancorp,9.92,$3.29B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vly
VLYPO,Valley National Bancorp,24.48,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypo
VLYPP,Valley National Bancorp,25.3641,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypp
VALU,"Value Line, Inc.",24.6,$238.36M,1983,Finance,Investment Managers,https://www.nasdaq.com/symbol/valu
VNDA,Vanda Pharmaceuticals Inc.,22.62,$1.19B,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vnda
BBH,VanEck Vectors Biotech ETF,119.57,$412.1M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbh
GNRX,VanEck Vectors Generic Drugs ETF,24.3299,$3.65M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gnrx
PPH,VanEck Vectors Pharmaceutical ETF,62.72,$278.36M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pph
VWOB,Vanguard Emerging Markets Government Bond ETF,74.09,$1.04B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vwob
VNQI,Vanguard Global ex-U.S. Real Estate ETF,53.54,$5.32B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vnqi
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,82.22,$18.59B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcit
VGIT,Vanguard Intermediate-Term Treasury ETF,61.905,$2.84B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgit
VIGI,Vanguard International Dividend Appreciation ETF,58.46,$857.91M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vigi
VYMI,Vanguard International High Dividend Yield ETF,58.7,$886.99M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vymi
VCLT,Vanguard Long-Term Corporate Bond ETF,84.73,$2.44B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vclt
VGLT,Vanguard Long-Treasury ETF,70.27,$672.39M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vglt
VMBS,Vanguard Mortgage-Backed Securities ETF,50.41,$7.06B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vmbs
VONE,Vanguard Russell 1000 ETF,124.63,$897.34M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vone
VONG,Vanguard Russell 1000 Growth ETF,144.92,$2.04B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vong
VONV,Vanguard Russell 1000 Value ETF,106.54,$1.64B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vonv
VTWO,Vanguard Russell 2000 ETF,121.22,$1.48B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtwo
VTWG,Vanguard Russell 2000 Growth ETF,136.24,$279.29M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtwg
VTWV,Vanguard Russell 2000 Value ETF,106.39,$210.12M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtwv
VTHR,Vanguard Russell 3000 ETF,125.1062,$387.83M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vthr
VCSH,Vanguard Short-Term Corporate Bond ETF,77.68,$20.76B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcsh
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,48.15,$5.79B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtip
VGSH,Vanguard Short-Term Treasury ETF,59.63,$3.71B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgsh
BND,Vanguard Total Bond Market ETF,77.8,$35.5B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bnd
VTC,Vanguard Total Corporate Bond ETF,79.68,$75.7M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtc
BNDX,Vanguard Total International Bond ETF,54.51,$12.27B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bndx
VXUS,Vanguard Total International Stock ETF,49.45,$10.38B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vxus
BNDW,Vanguard Total World Bond ETF,74.3516,$33.46M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bndw
VEAC,Vantage Energy Acquisition Corp.,10.08,$158.56M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/veac
VEACU,Vantage Energy Acquisition Corp.,10.6,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/veacu
VEACW,Vantage Energy Acquisition Corp.,1.18,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/veacw
VREX,Varex Imaging Corporation,26.77,$1.02B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vrex
VRNS,"Varonis Systems, Inc.",58.9,$1.74B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vrns
VBLT,Vascular Biogenics Ltd.,1.27,$45.54M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vblt
VXRT,"Vaxart, Inc.",2.51,$17.92M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vxrt
VBIV,"VBI Vaccines, Inc.",1.91,$122.97M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vbiv
VTIQ,VectoIQ Acquisition Corp.,9.68,$67.71M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/vtiq
VTIQU,VectoIQ Acquisition Corp.,10.1313,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/vtiqu
VTIQW,VectoIQ Acquisition Corp.,0.55,$3.85M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/vtiqw
VECO,Veeco Instruments Inc.,7.75,$370.4M,1994,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/veco
VEON,VEON Ltd.,2.75,$4.81B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/veon
VRA,"Vera Bradley, Inc.",12.75,$448.25M,2010,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/vra
VCYT,"Veracyte, Inc.",13.43,$544.44M,2013,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/vcyt
VSTM,"Verastem, Inc.",5.08,$374.6M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vstm
VCEL,Vericel Corporation,16.03,$694.86M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vcel
VRNT,Verint Systems Inc.,44.68,$2.9B,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/vrnt
VRSN,"VeriSign, Inc.",153.3,$18.53B,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsn
VRSK,"Verisk Analytics, Inc.",122.25,$20.12B,2009,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsk
VBTX,"Veritex Holdings, Inc.",23.55,$569.49M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/vbtx
VERI,"Veritone, Inc.",6.88,$132.98M,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/veri
VRML,"Vermillion, Inc.",0.499,$37.62M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vrml
VRNA,Verona Pharma plc,10.5146,$138.43M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrna
VRRM,Verra Mobility Corporation,10.49,$122.79M,2017,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/vrrm
VRRMW,Verra Mobility Corporation,2.19,n/a,2017,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/vrrmw
VRCA,Verrica Pharmaceuticals Inc.,14,$359.75M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrca
VTNR,"Vertex Energy, Inc",1.7,$68.01M,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/vtnr
VRTX,Vertex Pharmaceuticals Incorporated,172.85,$44.17B,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrtx
VERU,Veru Inc.,1.39,$76.85M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/veru
VIA,Viacom Inc.,36.12,$14.55B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/via
VIAB,Viacom Inc.,32.57,$11.32B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/viab
VSAT,"ViaSat, Inc.",69.73,$4.16B,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vsat
VIAV,Viavi Solutions Inc.,9.86,$2.25B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/viav
VICL,Vical Incorporated,1.24,$27.05M,1993,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vicl
VICR,Vicor Corporation,34.1,$1.37B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vicr
VCTR,"Victory Capital Holdings, Inc.",11.85,$804.71M,2018,Finance,Investment Managers,https://www.nasdaq.com/symbol/vctr
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,31.185,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ciz
VSDA,VictoryShares Dividend Accelerator ETF,29.89,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vsda
CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,22.36,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cey
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,25.0739,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cez
CID,VictoryShares International High Div Volatility Wtd ETF,31.4401,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cid
CIL,VictoryShares International Volatility Wtd ETF,36.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cil
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,48.42,$33.89M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfo
CFA,VictoryShares US 500 Volatility Wtd ETF,48.49,$9.7M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfa
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,44.6568,$113.87M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csf
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,46.266,$30.07M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cdc
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,45.05,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cdl
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,29.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vsmv
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,44.6138,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csb
CSA,VictoryShares US Small Cap Volatility Wtd ETF,45.8711,$2.35B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csa
VRAY,"ViewRay, Inc.",6.11,$581.65M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/vray
VKTX,"Viking Therapeutics, Inc.",11.73,$838.22M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vktx
VKTXW,"Viking Therapeutics, Inc.",10.25,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vktxw
VBFC,Village Bank and Trust Financial Corp.,34.85,$49.98M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vbfc
VLGEA,"Village Super Market, Inc.",27.13,$390.2M,n/a,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/vlgea
VIOT,"Viomi Technology Co., Ltd",8.57,n/a,2018,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/viot
VNOM,Viper Energy Partners LP,30.62,$3.8B,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/vnom
VIRC,Virco Manufacturing Corporation,4.11,$63.12M,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/virc
VTSI,"VirTra, Inc.",4.8,$37.98M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/vtsi
VIRT,"Virtu Financial, Inc.",24.46,$4.63B,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/virt
VRTS,"Virtus Investment Partners, Inc.",102.7,$733.96M,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/vrts
VRTSP,"Virtus Investment Partners, Inc.",93.1487,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/vrtsp
BBC,Virtus LifeSci Biotech Clinical Trials ETF,26.4107,$26.41M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbc
BBP,Virtus LifeSci Biotech Products ETF,36.4,$36.4M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbp
VRTU,Virtusa Corporation,46.01,$1.37B,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/vrtu
VTGN,"VistaGen Therapeutics, Inc.",1.98,$51.11M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vtgn
VC,Visteon Corporation,76.31,$2.21B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/vc
VTL,"Vital Therapies, Inc.",0.3195,$13.54M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vtl
VIVE,"Viveve Medical, Inc.",2.17,$68.33M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/vive
VVPR,VivoPower International PLC,1.26,$17.08M,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/vvpr
VVUS,"VIVUS, Inc.",3.43,$36.46M,1994,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vvus
VOD,Vodafone Group Plc,18.59,$49.67B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vod
VOXX,VOXX International Corporation,5.19,$125.59M,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/voxx
VYGR,"Voyager Therapeutics, Inc.",11.51,$374.73M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vygr
VSEC,VSE Corporation,30.1,$327.52M,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/vsec
VTVT,vTv Therapeutics Inc.,2.41,$93.67M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vtvt
VUZI,Vuzix Corporation,5.86,$161.66M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vuzi
WBA,"Walgreens Boots Alliance, Inc.",81.81,$77.65B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/wba
WAFD,"Washington Federal, Inc.",27.67,$2.29B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wafd
WAFDW,"Washington Federal, Inc.",9.42,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wafdw
WASH,"Washington Trust Bancorp, Inc.",51.69,$893.11M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wash
WSBF,"Waterstone Financial, Inc.",16.53,$484.41M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/wsbf
WVE,WAVE Life Sciences Ltd.,39.67,$1.16B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/wve
WSTG,"Wayside Technology Group, Inc.",12.22,$54.95M,n/a,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/wstg
WCFB,"WCF Bancorp, Inc.",8.83,$22.62M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wcfb
WDFC,WD-40 Company,174.53,$2.41B,1973,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/wdfc
WB,Weibo Corporation,54.6,$12.16B,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wb
WTW,Weight Watchers International Inc,47.8,$3.19B,2001,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/wtw
WEBK,"Wellesley Bancorp, Inc.",30.34,$76.31M,2012,Finance,Banks,https://www.nasdaq.com/symbol/webk
WEN,Wendy&#39;s Company (The),17.32,$4.1B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/wen
WERN,"Werner Enterprises, Inc.",32.93,$2.34B,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/wern
WSBC,"WesBanco, Inc.",41.63,$2.27B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wsbc
WTBA,West Bancorporation,21.33,$347.58M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wtba
WABC,Westamerica Bancorporation,61.54,$1.64B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wabc
WSTL,"Westell Technologies, Inc.",1.92,$29.99M,1995,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/wstl
WBND,Western Asset Total Return ETF,24.71,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wbnd
WDC,Western Digital Corporation,43.46,$12.58B,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/wdc
WNEB,"Western New England Bancorp, Inc.",9.81,$291.82M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/wneb
WPRT,Westport Fuel Systems Inc,2.43,$321.9M,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wprt
WWR,"Westwater Resources, Inc.",0.196,$13M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/wwr
WEYS,"Weyco Group, Inc.",33.47,$340.06M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/weys
WHLR,"Wheeler Real Estate Investment Trust, Inc.",3.27,$30.68M,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlr
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",18.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlrd
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",17.47,$12.58M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlrp
WHLRW,"Wheeler Real Estate Investment Trust, Inc.",0.0054,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlrw
WHF,"WhiteHorse Finance, Inc.",13.47,$276.76M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/whf
WHLM,"Wilhelmina International, Inc.",6,$31.62M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/whlm
WVVI,"Willamette Valley Vineyards, Inc.",7.16,$35.55M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/wvvi
WVVIP,"Willamette Valley Vineyards, Inc.",4.75,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/wvvip
WLDN,"Willdan Group, Inc.",36.34,$397.39M,2006,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/wldn
